file_path,dataset,emotion,emotion_code,intensity,statement,actor,is_distress,distress_level,safety_action,sample_id,split
datasets/ravdess/Actor_16/03-01-03-01-02-01-16.wav,ravdess,happy,03,01,02,16,False,LOW,NONE,16,train
datasets/ravdess/Actor_16/03-01-02-02-02-02-16.wav,ravdess,calm,02,02,02,16,False,LOW,NONE,17,train
datasets/ravdess/Actor_16/03-01-02-01-01-02-16.wav,ravdess,calm,02,01,01,16,False,LOW,NONE,18,train
datasets/ravdess/Actor_16/03-01-01-01-01-01-16.wav,ravdess,neutral,01,01,01,16,False,LOW,NONE,19,train
datasets/ravdess/Actor_16/03-01-06-01-01-01-16.wav,ravdess,fearful,06,01,01,16,True,HIGH,ALERT,20,train
datasets/ravdess/Actor_16/03-01-05-01-01-02-16.wav,ravdess,angry,05,01,01,16,True,HIGH,ALERT,21,train
datasets/ravdess/Actor_16/03-01-05-02-02-02-16.wav,ravdess,angry,05,02,02,16,True,HIGH,ALERT,22,train
datasets/ravdess/Actor_16/03-01-06-02-02-01-16.wav,ravdess,fearful,06,02,02,16,True,HIGH,ALERT,23,train
datasets/ravdess/Actor_16/03-01-04-01-02-01-16.wav,ravdess,sad,04,01,02,16,True,HIGH,ALERT,24,train
datasets/ravdess/Actor_16/03-01-07-01-02-02-16.wav,ravdess,disgust,07,01,02,16,True,HIGH,ALERT,25,train
datasets/ravdess/Actor_16/03-01-07-02-01-02-16.wav,ravdess,disgust,07,02,01,16,True,HIGH,ALERT,26,train
datasets/ravdess/Actor_16/03-01-04-02-01-01-16.wav,ravdess,sad,04,02,01,16,True,HIGH,ALERT,27,train
datasets/ravdess/Actor_16/03-01-08-02-01-02-16.wav,ravdess,surprised,08,02,01,16,False,LOW,NONE,28,train
datasets/ravdess/Actor_16/03-01-08-01-02-02-16.wav,ravdess,surprised,08,01,02,16,False,LOW,NONE,29,train
datasets/ravdess/Actor_16/03-01-02-01-02-02-16.wav,ravdess,calm,02,01,02,16,False,LOW,NONE,30,train
datasets/ravdess/Actor_16/03-01-01-01-02-01-16.wav,ravdess,neutral,01,01,02,16,False,LOW,NONE,31,train
datasets/ravdess/Actor_16/03-01-02-02-01-02-16.wav,ravdess,calm,02,02,01,16,False,LOW,NONE,32,train
datasets/ravdess/Actor_16/03-01-03-01-01-01-16.wav,ravdess,happy,03,01,01,16,False,LOW,NONE,33,train
datasets/ravdess/Actor_16/03-01-03-02-02-01-16.wav,ravdess,happy,03,02,02,16,False,LOW,NONE,34,train
datasets/ravdess/Actor_16/03-01-07-02-02-02-16.wav,ravdess,disgust,07,02,02,16,True,HIGH,ALERT,35,train
datasets/ravdess/Actor_16/03-01-04-02-02-01-16.wav,ravdess,sad,04,02,02,16,True,HIGH,ALERT,36,train
datasets/ravdess/Actor_16/03-01-04-01-01-01-16.wav,ravdess,sad,04,01,01,16,True,HIGH,ALERT,37,train
datasets/ravdess/Actor_16/03-01-07-01-01-02-16.wav,ravdess,disgust,07,01,01,16,True,HIGH,ALERT,38,train
datasets/ravdess/Actor_16/03-01-05-02-01-02-16.wav,ravdess,angry,05,02,01,16,True,HIGH,ALERT,39,train
datasets/ravdess/Actor_16/03-01-06-02-01-01-16.wav,ravdess,fearful,06,02,01,16,True,HIGH,ALERT,40,train
datasets/ravdess/Actor_16/03-01-06-01-02-01-16.wav,ravdess,fearful,06,01,02,16,True,HIGH,ALERT,41,train
datasets/ravdess/Actor_16/03-01-05-01-02-02-16.wav,ravdess,angry,05,01,02,16,True,HIGH,ALERT,42,train
datasets/ravdess/Actor_16/03-01-08-01-01-02-16.wav,ravdess,surprised,08,01,01,16,False,LOW,NONE,43,train
datasets/ravdess/Actor_16/03-01-08-02-02-02-16.wav,ravdess,surprised,08,02,02,16,False,LOW,NONE,44,train
datasets/ravdess/Actor_16/03-01-04-02-01-02-16.wav,ravdess,sad,04,02,01,16,True,HIGH,ALERT,45,train
datasets/ravdess/Actor_16/03-01-07-02-01-01-16.wav,ravdess,disgust,07,02,01,16,True,HIGH,ALERT,46,train
datasets/ravdess/Actor_16/03-01-07-01-02-01-16.wav,ravdess,disgust,07,01,02,16,True,HIGH,ALERT,47,train
datasets/ravdess/Actor_16/03-01-04-01-02-02-16.wav,ravdess,sad,04,01,02,16,True,HIGH,ALERT,48,train
datasets/ravdess/Actor_16/03-01-06-02-02-02-16.wav,ravdess,fearful,06,02,02,16,True,HIGH,ALERT,49,train
datasets/ravdess/Actor_16/03-01-05-02-02-01-16.wav,ravdess,angry,05,02,02,16,True,HIGH,ALERT,50,train
datasets/ravdess/Actor_16/03-01-05-01-01-01-16.wav,ravdess,angry,05,01,01,16,True,HIGH,ALERT,51,train
datasets/ravdess/Actor_16/03-01-06-01-01-02-16.wav,ravdess,fearful,06,01,01,16,True,HIGH,ALERT,52,train
datasets/ravdess/Actor_16/03-01-08-01-02-01-16.wav,ravdess,surprised,08,01,02,16,False,LOW,NONE,53,train
datasets/ravdess/Actor_16/03-01-08-02-01-01-16.wav,ravdess,surprised,08,02,01,16,False,LOW,NONE,54,train
datasets/ravdess/Actor_16/03-01-01-01-01-02-16.wav,ravdess,neutral,01,01,01,16,False,LOW,NONE,55,train
datasets/ravdess/Actor_16/03-01-02-01-01-01-16.wav,ravdess,calm,02,01,01,16,False,LOW,NONE,56,train
datasets/ravdess/Actor_16/03-01-02-02-02-01-16.wav,ravdess,calm,02,02,02,16,False,LOW,NONE,57,train
datasets/ravdess/Actor_16/03-01-03-01-02-02-16.wav,ravdess,happy,03,01,02,16,False,LOW,NONE,58,train
datasets/ravdess/Actor_16/03-01-03-02-01-02-16.wav,ravdess,happy,03,02,01,16,False,LOW,NONE,59,train
datasets/ravdess/Actor_11/03-01-01-01-02-02-11.wav,ravdess,neutral,01,01,02,11,False,LOW,NONE,60,train
datasets/ravdess/Actor_11/03-01-02-01-02-01-11.wav,ravdess,calm,02,01,02,11,False,LOW,NONE,61,train
datasets/ravdess/Actor_11/03-01-02-02-01-01-11.wav,ravdess,calm,02,02,01,11,False,LOW,NONE,62,train
datasets/ravdess/Actor_11/03-01-03-01-01-02-11.wav,ravdess,happy,03,01,01,11,False,LOW,NONE,63,train
datasets/ravdess/Actor_11/03-01-03-02-02-02-11.wav,ravdess,happy,03,02,02,11,False,LOW,NONE,64,train
datasets/ravdess/Actor_11/03-01-04-02-02-02-11.wav,ravdess,sad,04,02,02,11,True,HIGH,ALERT,65,train
datasets/ravdess/Actor_11/03-01-07-02-02-01-11.wav,ravdess,disgust,07,02,02,11,True,HIGH,ALERT,66,train
datasets/ravdess/Actor_11/03-01-07-01-01-01-11.wav,ravdess,disgust,07,01,01,11,True,HIGH,ALERT,67,train
datasets/ravdess/Actor_11/03-01-04-01-01-02-11.wav,ravdess,sad,04,01,01,11,True,HIGH,ALERT,68,train
datasets/ravdess/Actor_11/03-01-06-02-01-02-11.wav,ravdess,fearful,06,02,01,11,True,HIGH,ALERT,69,train
datasets/ravdess/Actor_11/03-01-05-02-01-01-11.wav,ravdess,angry,05,02,01,11,True,HIGH,ALERT,70,train
datasets/ravdess/Actor_11/03-01-05-01-02-01-11.wav,ravdess,angry,05,01,02,11,True,HIGH,ALERT,71,train
datasets/ravdess/Actor_11/03-01-06-01-02-02-11.wav,ravdess,fearful,06,01,02,11,True,HIGH,ALERT,72,train
datasets/ravdess/Actor_11/03-01-08-01-01-01-11.wav,ravdess,surprised,08,01,01,11,False,LOW,NONE,73,train
datasets/ravdess/Actor_11/03-01-08-02-02-01-11.wav,ravdess,surprised,08,02,02,11,False,LOW,NONE,74,train
datasets/ravdess/Actor_11/03-01-07-02-01-02-11.wav,ravdess,disgust,07,02,01,11,True,HIGH,ALERT,75,train
datasets/ravdess/Actor_11/03-01-04-02-01-01-11.wav,ravdess,sad,04,02,01,11,True,HIGH,ALERT,76,train
datasets/ravdess/Actor_11/03-01-04-01-02-01-11.wav,ravdess,sad,04,01,02,11,True,HIGH,ALERT,77,train
datasets/ravdess/Actor_11/03-01-07-01-02-02-11.wav,ravdess,disgust,07,01,02,11,True,HIGH,ALERT,78,train
datasets/ravdess/Actor_11/03-01-05-02-02-02-11.wav,ravdess,angry,05,02,02,11,True,HIGH,ALERT,79,train
datasets/ravdess/Actor_11/03-01-06-02-02-01-11.wav,ravdess,fearful,06,02,02,11,True,HIGH,ALERT,80,train
datasets/ravdess/Actor_11/03-01-06-01-01-01-11.wav,ravdess,fearful,06,01,01,11,True,HIGH,ALERT,81,train
datasets/ravdess/Actor_11/03-01-05-01-01-02-11.wav,ravdess,angry,05,01,01,11,True,HIGH,ALERT,82,train
datasets/ravdess/Actor_11/03-01-08-01-02-02-11.wav,ravdess,surprised,08,01,02,11,False,LOW,NONE,83,train
datasets/ravdess/Actor_11/03-01-08-02-01-02-11.wav,ravdess,surprised,08,02,01,11,False,LOW,NONE,84,train
datasets/ravdess/Actor_11/03-01-02-01-01-02-11.wav,ravdess,calm,02,01,01,11,False,LOW,NONE,85,train
datasets/ravdess/Actor_11/03-01-01-01-01-01-11.wav,ravdess,neutral,01,01,01,11,False,LOW,NONE,86,train
datasets/ravdess/Actor_11/03-01-02-02-02-02-11.wav,ravdess,calm,02,02,02,11,False,LOW,NONE,87,train
datasets/ravdess/Actor_11/03-01-03-01-02-01-11.wav,ravdess,happy,03,01,02,11,False,LOW,NONE,88,train
datasets/ravdess/Actor_11/03-01-03-02-01-01-11.wav,ravdess,happy,03,02,01,11,False,LOW,NONE,89,train
datasets/ravdess/Actor_11/03-01-06-01-02-01-11.wav,ravdess,fearful,06,01,02,11,True,HIGH,ALERT,90,train
datasets/ravdess/Actor_11/03-01-05-01-02-02-11.wav,ravdess,angry,05,01,02,11,True,HIGH,ALERT,91,train
datasets/ravdess/Actor_11/03-01-05-02-01-02-11.wav,ravdess,angry,05,02,01,11,True,HIGH,ALERT,92,train
datasets/ravdess/Actor_11/03-01-06-02-01-01-11.wav,ravdess,fearful,06,02,01,11,True,HIGH,ALERT,93,train
datasets/ravdess/Actor_11/03-01-04-01-01-01-11.wav,ravdess,sad,04,01,01,11,True,HIGH,ALERT,94,train
datasets/ravdess/Actor_11/03-01-07-01-01-02-11.wav,ravdess,disgust,07,01,01,11,True,HIGH,ALERT,95,train
datasets/ravdess/Actor_11/03-01-07-02-02-02-11.wav,ravdess,disgust,07,02,02,11,True,HIGH,ALERT,96,train
datasets/ravdess/Actor_11/03-01-04-02-02-01-11.wav,ravdess,sad,04,02,02,11,True,HIGH,ALERT,97,train
datasets/ravdess/Actor_11/03-01-08-02-02-02-11.wav,ravdess,surprised,08,02,02,11,False,LOW,NONE,98,train
datasets/ravdess/Actor_11/03-01-08-01-01-02-11.wav,ravdess,surprised,08,01,01,11,False,LOW,NONE,99,train
datasets/ravdess/Actor_11/03-01-03-02-02-01-11.wav,ravdess,happy,03,02,02,11,False,LOW,NONE,100,train
datasets/ravdess/Actor_11/03-01-03-01-01-01-11.wav,ravdess,happy,03,01,01,11,False,LOW,NONE,101,train
datasets/ravdess/Actor_11/03-01-02-02-01-02-11.wav,ravdess,calm,02,02,01,11,False,LOW,NONE,102,train
datasets/ravdess/Actor_11/03-01-02-01-02-02-11.wav,ravdess,calm,02,01,02,11,False,LOW,NONE,103,train
datasets/ravdess/Actor_11/03-01-01-01-02-01-11.wav,ravdess,neutral,01,01,02,11,False,LOW,NONE,104,train
datasets/ravdess/Actor_11/03-01-03-02-01-02-11.wav,ravdess,happy,03,02,01,11,False,LOW,NONE,105,train
datasets/ravdess/Actor_11/03-01-03-01-02-02-11.wav,ravdess,happy,03,01,02,11,False,LOW,NONE,106,train
datasets/ravdess/Actor_11/03-01-02-02-02-01-11.wav,ravdess,calm,02,02,02,11,False,LOW,NONE,107,train
datasets/ravdess/Actor_11/03-01-01-01-01-02-11.wav,ravdess,neutral,01,01,01,11,False,LOW,NONE,108,train
datasets/ravdess/Actor_11/03-01-02-01-01-01-11.wav,ravdess,calm,02,01,01,11,False,LOW,NONE,109,train
datasets/ravdess/Actor_11/03-01-05-01-01-01-11.wav,ravdess,angry,05,01,01,11,True,HIGH,ALERT,110,train
datasets/ravdess/Actor_11/03-01-06-01-01-02-11.wav,ravdess,fearful,06,01,01,11,True,HIGH,ALERT,111,train
datasets/ravdess/Actor_11/03-01-06-02-02-02-11.wav,ravdess,fearful,06,02,02,11,True,HIGH,ALERT,112,train
datasets/ravdess/Actor_11/03-01-05-02-02-01-11.wav,ravdess,angry,05,02,02,11,True,HIGH,ALERT,113,train
datasets/ravdess/Actor_11/03-01-07-01-02-01-11.wav,ravdess,disgust,07,01,02,11,True,HIGH,ALERT,114,train
datasets/ravdess/Actor_11/03-01-04-01-02-02-11.wav,ravdess,sad,04,01,02,11,True,HIGH,ALERT,115,train
datasets/ravdess/Actor_11/03-01-04-02-01-02-11.wav,ravdess,sad,04,02,01,11,True,HIGH,ALERT,116,train
datasets/ravdess/Actor_11/03-01-07-02-01-01-11.wav,ravdess,disgust,07,02,01,11,True,HIGH,ALERT,117,train
datasets/ravdess/Actor_11/03-01-08-02-01-01-11.wav,ravdess,surprised,08,02,01,11,False,LOW,NONE,118,train
datasets/ravdess/Actor_11/03-01-08-01-02-01-11.wav,ravdess,surprised,08,01,02,11,False,LOW,NONE,119,train
datasets/ravdess/Actor_18/03-01-03-02-01-02-18.wav,ravdess,happy,03,02,01,18,False,LOW,NONE,120,train
datasets/ravdess/Actor_18/03-01-03-01-02-02-18.wav,ravdess,happy,03,01,02,18,False,LOW,NONE,121,train
datasets/ravdess/Actor_18/03-01-02-02-02-01-18.wav,ravdess,calm,02,02,02,18,False,LOW,NONE,122,train
datasets/ravdess/Actor_18/03-01-02-01-01-01-18.wav,ravdess,calm,02,01,01,18,False,LOW,NONE,123,train
datasets/ravdess/Actor_18/03-01-01-01-01-02-18.wav,ravdess,neutral,01,01,01,18,False,LOW,NONE,124,train
datasets/ravdess/Actor_18/03-01-06-01-01-02-18.wav,ravdess,fearful,06,01,01,18,True,HIGH,ALERT,125,train
datasets/ravdess/Actor_18/03-01-05-01-01-01-18.wav,ravdess,angry,05,01,01,18,True,HIGH,ALERT,126,train
datasets/ravdess/Actor_18/03-01-05-02-02-01-18.wav,ravdess,angry,05,02,02,18,True,HIGH,ALERT,127,train
datasets/ravdess/Actor_18/03-01-06-02-02-02-18.wav,ravdess,fearful,06,02,02,18,True,HIGH,ALERT,128,train
datasets/ravdess/Actor_18/03-01-04-01-02-02-18.wav,ravdess,sad,04,01,02,18,True,HIGH,ALERT,129,train
datasets/ravdess/Actor_18/03-01-07-01-02-01-18.wav,ravdess,disgust,07,01,02,18,True,HIGH,ALERT,130,train
datasets/ravdess/Actor_18/03-01-07-02-01-01-18.wav,ravdess,disgust,07,02,01,18,True,HIGH,ALERT,131,train
datasets/ravdess/Actor_18/03-01-04-02-01-02-18.wav,ravdess,sad,04,02,01,18,True,HIGH,ALERT,132,train
datasets/ravdess/Actor_18/03-01-08-02-01-01-18.wav,ravdess,surprised,08,02,01,18,False,LOW,NONE,133,train
datasets/ravdess/Actor_18/03-01-08-01-02-01-18.wav,ravdess,surprised,08,01,02,18,False,LOW,NONE,134,train
datasets/ravdess/Actor_18/03-01-05-01-02-02-18.wav,ravdess,angry,05,01,02,18,True,HIGH,ALERT,135,train
datasets/ravdess/Actor_18/03-01-06-01-02-01-18.wav,ravdess,fearful,06,01,02,18,True,HIGH,ALERT,136,train
datasets/ravdess/Actor_18/03-01-06-02-01-01-18.wav,ravdess,fearful,06,02,01,18,True,HIGH,ALERT,137,train
datasets/ravdess/Actor_18/03-01-05-02-01-02-18.wav,ravdess,angry,05,02,01,18,True,HIGH,ALERT,138,train
datasets/ravdess/Actor_18/03-01-07-01-01-02-18.wav,ravdess,disgust,07,01,01,18,True,HIGH,ALERT,139,train
datasets/ravdess/Actor_18/03-01-04-01-01-01-18.wav,ravdess,sad,04,01,01,18,True,HIGH,ALERT,140,train
datasets/ravdess/Actor_18/03-01-04-02-02-01-18.wav,ravdess,sad,04,02,02,18,True,HIGH,ALERT,141,train
datasets/ravdess/Actor_18/03-01-07-02-02-02-18.wav,ravdess,disgust,07,02,02,18,True,HIGH,ALERT,142,train
datasets/ravdess/Actor_18/03-01-08-02-02-02-18.wav,ravdess,surprised,08,02,02,18,False,LOW,NONE,143,train
datasets/ravdess/Actor_18/03-01-08-01-01-02-18.wav,ravdess,surprised,08,01,01,18,False,LOW,NONE,144,train
datasets/ravdess/Actor_18/03-01-03-02-02-01-18.wav,ravdess,happy,03,02,02,18,False,LOW,NONE,145,train
datasets/ravdess/Actor_18/03-01-03-01-01-01-18.wav,ravdess,happy,03,01,01,18,False,LOW,NONE,146,train
datasets/ravdess/Actor_18/03-01-02-02-01-02-18.wav,ravdess,calm,02,02,01,18,False,LOW,NONE,147,train
datasets/ravdess/Actor_18/03-01-01-01-02-01-18.wav,ravdess,neutral,01,01,02,18,False,LOW,NONE,148,train
datasets/ravdess/Actor_18/03-01-02-01-02-02-18.wav,ravdess,calm,02,01,02,18,False,LOW,NONE,149,train
datasets/ravdess/Actor_18/03-01-04-02-01-01-18.wav,ravdess,sad,04,02,01,18,True,HIGH,ALERT,150,train
datasets/ravdess/Actor_18/03-01-07-02-01-02-18.wav,ravdess,disgust,07,02,01,18,True,HIGH,ALERT,151,train
datasets/ravdess/Actor_18/03-01-07-01-02-02-18.wav,ravdess,disgust,07,01,02,18,True,HIGH,ALERT,152,train
datasets/ravdess/Actor_18/03-01-04-01-02-01-18.wav,ravdess,sad,04,01,02,18,True,HIGH,ALERT,153,train
datasets/ravdess/Actor_18/03-01-06-02-02-01-18.wav,ravdess,fearful,06,02,02,18,True,HIGH,ALERT,154,train
datasets/ravdess/Actor_18/03-01-05-02-02-02-18.wav,ravdess,angry,05,02,02,18,True,HIGH,ALERT,155,train
datasets/ravdess/Actor_18/03-01-05-01-01-02-18.wav,ravdess,angry,05,01,01,18,True,HIGH,ALERT,156,train
datasets/ravdess/Actor_18/03-01-06-01-01-01-18.wav,ravdess,fearful,06,01,01,18,True,HIGH,ALERT,157,train
datasets/ravdess/Actor_18/03-01-08-01-02-02-18.wav,ravdess,surprised,08,01,02,18,False,LOW,NONE,158,train
datasets/ravdess/Actor_18/03-01-08-02-01-02-18.wav,ravdess,surprised,08,02,01,18,False,LOW,NONE,159,train
datasets/ravdess/Actor_18/03-01-01-01-01-01-18.wav,ravdess,neutral,01,01,01,18,False,LOW,NONE,160,train
datasets/ravdess/Actor_18/03-01-02-01-01-02-18.wav,ravdess,calm,02,01,01,18,False,LOW,NONE,161,train
datasets/ravdess/Actor_18/03-01-02-02-02-02-18.wav,ravdess,calm,02,02,02,18,False,LOW,NONE,162,train
datasets/ravdess/Actor_18/03-01-03-01-02-01-18.wav,ravdess,happy,03,01,02,18,False,LOW,NONE,163,train
datasets/ravdess/Actor_18/03-01-03-02-01-01-18.wav,ravdess,happy,03,02,01,18,False,LOW,NONE,164,train
datasets/ravdess/Actor_18/03-01-02-01-02-01-18.wav,ravdess,calm,02,01,02,18,False,LOW,NONE,165,train
datasets/ravdess/Actor_18/03-01-01-01-02-02-18.wav,ravdess,neutral,01,01,02,18,False,LOW,NONE,166,train
datasets/ravdess/Actor_18/03-01-02-02-01-01-18.wav,ravdess,calm,02,02,01,18,False,LOW,NONE,167,train
datasets/ravdess/Actor_18/03-01-03-01-01-02-18.wav,ravdess,happy,03,01,01,18,False,LOW,NONE,168,train
datasets/ravdess/Actor_18/03-01-03-02-02-02-18.wav,ravdess,happy,03,02,02,18,False,LOW,NONE,169,train
datasets/ravdess/Actor_18/03-01-07-02-02-01-18.wav,ravdess,disgust,07,02,02,18,True,HIGH,ALERT,170,train
datasets/ravdess/Actor_18/03-01-04-02-02-02-18.wav,ravdess,sad,04,02,02,18,True,HIGH,ALERT,171,train
datasets/ravdess/Actor_18/03-01-04-01-01-02-18.wav,ravdess,sad,04,01,01,18,True,HIGH,ALERT,172,train
datasets/ravdess/Actor_18/03-01-07-01-01-01-18.wav,ravdess,disgust,07,01,01,18,True,HIGH,ALERT,173,train
datasets/ravdess/Actor_18/03-01-05-02-01-01-18.wav,ravdess,angry,05,02,01,18,True,HIGH,ALERT,174,train
datasets/ravdess/Actor_18/03-01-06-02-01-02-18.wav,ravdess,fearful,06,02,01,18,True,HIGH,ALERT,175,train
datasets/ravdess/Actor_18/03-01-06-01-02-02-18.wav,ravdess,fearful,06,01,02,18,True,HIGH,ALERT,176,train
datasets/ravdess/Actor_18/03-01-05-01-02-01-18.wav,ravdess,angry,05,01,02,18,True,HIGH,ALERT,177,train
datasets/ravdess/Actor_18/03-01-08-01-01-01-18.wav,ravdess,surprised,08,01,01,18,False,LOW,NONE,178,train
datasets/ravdess/Actor_18/03-01-08-02-02-01-18.wav,ravdess,surprised,08,02,02,18,False,LOW,NONE,179,train
datasets/ravdess/Actor_20/03-01-08-01-02-01-20.wav,ravdess,surprised,08,01,02,20,False,LOW,NONE,180,train
datasets/ravdess/Actor_20/03-01-08-02-01-01-20.wav,ravdess,surprised,08,02,01,20,False,LOW,NONE,181,train
datasets/ravdess/Actor_20/03-01-04-02-01-02-20.wav,ravdess,sad,04,02,01,20,True,HIGH,ALERT,182,train
datasets/ravdess/Actor_20/03-01-07-02-01-01-20.wav,ravdess,disgust,07,02,01,20,True,HIGH,ALERT,183,train
datasets/ravdess/Actor_20/03-01-07-01-02-01-20.wav,ravdess,disgust,07,01,02,20,True,HIGH,ALERT,184,train
datasets/ravdess/Actor_20/03-01-04-01-02-02-20.wav,ravdess,sad,04,01,02,20,True,HIGH,ALERT,185,train
datasets/ravdess/Actor_20/03-01-06-02-02-02-20.wav,ravdess,fearful,06,02,02,20,True,HIGH,ALERT,186,train
datasets/ravdess/Actor_20/03-01-05-02-02-01-20.wav,ravdess,angry,05,02,02,20,True,HIGH,ALERT,187,train
datasets/ravdess/Actor_20/03-01-05-01-01-01-20.wav,ravdess,angry,05,01,01,20,True,HIGH,ALERT,188,train
datasets/ravdess/Actor_20/03-01-06-01-01-02-20.wav,ravdess,fearful,06,01,01,20,True,HIGH,ALERT,189,train
datasets/ravdess/Actor_20/03-01-01-01-01-02-20.wav,ravdess,neutral,01,01,01,20,False,LOW,NONE,190,train
datasets/ravdess/Actor_20/03-01-02-01-01-01-20.wav,ravdess,calm,02,01,01,20,False,LOW,NONE,191,train
datasets/ravdess/Actor_20/03-01-02-02-02-01-20.wav,ravdess,calm,02,02,02,20,False,LOW,NONE,192,train
datasets/ravdess/Actor_20/03-01-03-01-02-02-20.wav,ravdess,happy,03,01,02,20,False,LOW,NONE,193,train
datasets/ravdess/Actor_20/03-01-03-02-01-02-20.wav,ravdess,happy,03,02,01,20,False,LOW,NONE,194,train
datasets/ravdess/Actor_20/03-01-02-01-02-02-20.wav,ravdess,calm,02,01,02,20,False,LOW,NONE,195,train
datasets/ravdess/Actor_20/03-01-01-01-02-01-20.wav,ravdess,neutral,01,01,02,20,False,LOW,NONE,196,train
datasets/ravdess/Actor_20/03-01-02-02-01-02-20.wav,ravdess,calm,02,02,01,20,False,LOW,NONE,197,train
datasets/ravdess/Actor_20/03-01-03-01-01-01-20.wav,ravdess,happy,03,01,01,20,False,LOW,NONE,198,train
datasets/ravdess/Actor_20/03-01-03-02-02-01-20.wav,ravdess,happy,03,02,02,20,False,LOW,NONE,199,train
datasets/ravdess/Actor_20/03-01-08-01-01-02-20.wav,ravdess,surprised,08,01,01,20,False,LOW,NONE,200,train
datasets/ravdess/Actor_20/03-01-08-02-02-02-20.wav,ravdess,surprised,08,02,02,20,False,LOW,NONE,201,train
datasets/ravdess/Actor_20/03-01-07-02-02-02-20.wav,ravdess,disgust,07,02,02,20,True,HIGH,ALERT,202,train
datasets/ravdess/Actor_20/03-01-04-02-02-01-20.wav,ravdess,sad,04,02,02,20,True,HIGH,ALERT,203,train
datasets/ravdess/Actor_20/03-01-04-01-01-01-20.wav,ravdess,sad,04,01,01,20,True,HIGH,ALERT,204,train
datasets/ravdess/Actor_20/03-01-07-01-01-02-20.wav,ravdess,disgust,07,01,01,20,True,HIGH,ALERT,205,train
datasets/ravdess/Actor_20/03-01-05-02-01-02-20.wav,ravdess,angry,05,02,01,20,True,HIGH,ALERT,206,train
datasets/ravdess/Actor_20/03-01-06-02-01-01-20.wav,ravdess,fearful,06,02,01,20,True,HIGH,ALERT,207,train
datasets/ravdess/Actor_20/03-01-06-01-02-01-20.wav,ravdess,fearful,06,01,02,20,True,HIGH,ALERT,208,train
datasets/ravdess/Actor_20/03-01-05-01-02-02-20.wav,ravdess,angry,05,01,02,20,True,HIGH,ALERT,209,train
datasets/ravdess/Actor_20/03-01-03-02-01-01-20.wav,ravdess,happy,03,02,01,20,False,LOW,NONE,210,train
datasets/ravdess/Actor_20/03-01-03-01-02-01-20.wav,ravdess,happy,03,01,02,20,False,LOW,NONE,211,train
datasets/ravdess/Actor_20/03-01-02-02-02-02-20.wav,ravdess,calm,02,02,02,20,False,LOW,NONE,212,train
datasets/ravdess/Actor_20/03-01-02-01-01-02-20.wav,ravdess,calm,02,01,01,20,False,LOW,NONE,213,train
datasets/ravdess/Actor_20/03-01-01-01-01-01-20.wav,ravdess,neutral,01,01,01,20,False,LOW,NONE,214,train
datasets/ravdess/Actor_20/03-01-08-02-01-02-20.wav,ravdess,surprised,08,02,01,20,False,LOW,NONE,215,train
datasets/ravdess/Actor_20/03-01-08-01-02-02-20.wav,ravdess,surprised,08,01,02,20,False,LOW,NONE,216,train
datasets/ravdess/Actor_20/03-01-06-01-01-01-20.wav,ravdess,fearful,06,01,01,20,True,HIGH,ALERT,217,train
